Token,Coefficient
netcare,0.02
netherlands,0.03
netting,0.01
network,0.06
networked,0.02
neuchchâtel,0.01
neuchâtel,0.02
neuchâteloise,0.01
neue,0.01
neuen,0.01
neuf,0.01
neuhausen,0.01
neumag,0.01
neumann,0.01
neurobiology,0.01
neurology,0.01
neuroth,0.01
neutralization,0.01
newco,0.01
newron,0.02
news,0.03
newsnet,0.03
newspaper,0.06
newsprint,0.01
nextral,0.01
nfc,0.01
ng,0.01
ngen,0.01
ngo,0.01
nh,0.01
ni,0.01
nia,0.01
nicate,0.01
nichola,0.01
nicholas,0.03
nick,0.03
nickel,0.02
nico,0.01
nicotinate,0.01
nicotine,0.01
nicoulin,0.01
nicqb,0.01
niederer,0.02
niederweningen,0.03
nieuwegein,0.02
nihon,0.01
nijmegen,0.03
nikolaus,0.02
nile,0.01
nimbus,0.02
nippon,0.01
nique,0.01
nishijima,0.01
nit,0.01
nition,0.03
niton,0.01
nitrogen,0.01
nittoku,0.01
nixdorf,0.01
nixon,0.04
niy,0.01
nization,0.01
nize,0.01
nizing,0.01
njdep,0.01
nlfa,0.01
nmsu,0.01
nn,0.01
nnnav,0.01
noacco,0.01
nobe,0.01
nobelactive,0.03
nobelguide,0.04
nobelreplace,0.01
nobelrondo,0.01
nobelsmile,0.01
nobelspeedy,0.01
nodet,0.01
noise,0.02
noisy,0.01
nological,0.01
nologie,0.01
noma,0.01
nombre,0.01
nominate,0.02
nominating,0.03
nomination,0.23
nominative,0.01
nominee,0.02
nominees,0.01
non,0.18
noncash,0.01
noncontrolle,0.02
noncontrolling,0.01
noncurrent,0.04
nonveste,0.01
nonvested,0.01
nonwoven,0.04
nonwovens,0.01
noon,0.01
nootka,0.02
nootkashield,0.03
nootkatensis,0.01
nootkatone,0.15
nopat,0.02
noplat,0.01
nordahl,0.01
nordamerika,0.01
nordiska,0.01
nordstrasse,0.01
noria,0.01
normalise,0.01
normalize,0.02
norme,0.01
normenbeirat,0.01
north,0.1
norw,0.01
norén,0.01
nossegem,0.01
notable,0.03
note,0.02
notifiable,0.01
notification,0.03
notifie,0.01
notify,0.01
notional,0.01
notiﬁ,0.01
notiﬁcation,0.01
notter,0.01
nouvelle,0.02
novartis,0.03
novator,0.01
novel,0.02
november,0.02
novi,0.02
novilon,0.03
novozymes,0.02
npv,0.01
nrc,0.01
nrd,0.01
nrds,0.01
ns,0.01
nsolidierte,0.01
nsw,0.01
nts,0.01
nually,0.01
nuclear,0.01
nugerol,0.01
num,0.01
number,0.08
numbersin,0.01
numerous,0.01
nuremberg,0.01
nurse,0.01
nursing,0.03
nus,0.01
nutrient,0.01
nutrisperse,0.01
nutrition,0.03
nutritional,0.03
nutzfahrzeuge,0.01
nuva,0.01
nuytten,0.01
nv,0.03
nwc,0.01
nyfeler,0.02
nyse,0.01
nz,0.01
nzd,0.02
nzz,0.02
näf,0.01
näfel,0.01
né,0.01
négawatt,0.01
nösberger,0.02
nühn,0.01
nürnberg,0.01
oaec,0.04
oate,0.01
ob,0.01
obamacare,0.01
oberdiessbach,0.02
oberhasli,0.01
oberhänsli,0.03
oberkirch,0.03
oberkulm,0.01
oberland,0.01
oberweid,0.01
oberﬂ,0.01
obesity,0.01
objective,0.01
objectivity,0.01
objet,0.01
obligataire,0.01
obligation,0.12
obligatory,0.04
obr,0.01
observable,0.03
observed,0.01
obstructive,0.01
obtain,0.03
obviously,0.01
oc,0.06
occasion,0.01
occasional,0.01
ocean,0.01
oceania,0.01
oct,0.01
october,0.02
octopustravel,0.01
odeon,0.01
oder,0.03
odi,0.01
oechslin,0.01
oehler,0.07
oem,0.01
oerlikon,0.2
oetterli,0.01
oetwil,0.01
oeﬃ,0.01
ofa,0.01
ofequipment,0.01
offence,0.01
offering,0.02
offeror,0.01
offre,0.01
oficina,0.01
ofthe,0.01
ofﬁ,0.14
ofﬁce,0.01
ofﬁcer,0.01
ofﬁcial,0.01
ogc,0.01
ogie,0.01
ognize,0.01
oh,0.01
ohlund,0.01
ohsa,0.01
ohsas,0.01
oid,0.01
oil,0.03
oilfield,0.01
ok,0.01
okien,0.02
ol,0.01
ola,0.01
olano,0.01
ole,0.02
oled,0.01
olgiati,0.01
olinda,0.01
oliver,0.07
olmero,0.01
oloron,0.01
olsson,0.01
olsten,0.03
om,0.1
omni,0.4
omx,0.01
onboard,0.01
oncology,0.01
ond,0.01
one,0.01
onerous,0.02
oneself,0.01
ongaro,0.01
ongoing,0.05
online,0.05
onnel,0.01
oo,0.01
ool,0.01
oor,0.01
op,0.01
opening,0.01
operate,0.06
operation,0.13
operationally,0.01
operations,0.01
operator,0.01
ophthalmology,0.01
opinio,0.02
oppliger,0.03
opportunistic,0.01
optic,0.16
optics,0.04
optimization,0.01
optimize,0.02
optimo,0.01
option,0.02
optional,0.01
opus,0.01
order,0.01
orderly,0.01
ordinance,0.06
ordinary,0.04
orexin,0.01
organ,0.03
organic,0.08
organically,0.01
organization,0.02
organizational,0.02
organometallic,0.01
organvertreter,0.01
origin,0.07
originaltext,0.01
originate,0.01
origination,0.01
originator,0.01
orke,0.01
orlik,0.01
ort,0.01
orthobiologic,0.02
ortise,0.01
ortner,0.01
oscar,0.01
oskar,0.01
osseointegration,0.01
osteoporosis,0.01
ostmilch,0.01
otelfingen,0.01
otth,0.01
ottiger,0.01
otx,0.07
ou,0.02
ouate,0.04
ous,0.01
out,0.01
outbound,0.05
outbreak,0.01
outcome,0.01
outdoors,0.01
outer,0.01
outflow,0.06
outline,0.01
outpace,0.01
outpatient,0.01
outperformance,0.01
outplacement,0.01
output,0.02
outside,0.02
outstanding,0.1
outﬂ,0.02
outﬂow,0.02
oven,0.01
overachievement,0.01
overcapacitie,0.01
overdue,0.04
overfinance,0.01
overhaul,0.01
overland,0.01
overload,0.01
overly,0.01
override,0.01
oversee,0.02
oversight,0.02
overstate,0.01
overvalue,0.01
owen,0.02
owkin,0.01
ownership,0.09
ows,0.01
oxford,0.01
oxfordshire,0.01
oxide,0.01
oxley,0.01
oxygen,0.01
oﬀ,0.03
oﬃ,0.03
paasila,0.01
paccot,0.01
pace,0.01
pacific,0.08
paciﬁ,0.02
paciﬁc,0.04
pack,0.02
packing,0.01
pact,0.01
paderborn,0.01
paediatric,0.01
paeger,0.01
pager,0.01
pah,0.01
pain,0.01
pair,0.03
pajasmaa,0.01
pal,0.02
palacio,0.01
palaiseau,0.01
palio,0.02
pallet,0.01
pally,0.01
palmer,0.01
pamela,0.01
panalpina,0.01
panama,0.01
pane,0.01
panel,0.05
pankofen,0.01
pansion,0.01
panyu,0.01
papua,0.01
para,0.04
paracore,0.02
paradeplatz,0.01
paradie,0.01
paradiso,0.02
paragraph,0.02
paraguay,0.01
parallel,0.02
parameter,0.01
parameterization,0.01
parcel,0.02
paris,0.01
parkgest,0.01
parking,0.05
parkingretail,0.02
parklawn,0.01
parliament,0.01
parmino,0.02
paron,0.01
parquet,0.02
partenaire,0.01
partial,0.01
participant,0.08
participate,0.04
particle,0.03
partition,0.01
partner,0.06
partnering,0.01
party,0.05
pasa,0.01
pascal,0.01
pass,0.02
passenger,0.05
passion,0.02
passive,0.01
passport,0.01
past,0.02
pat,0.01
patented,0.01
paternal,0.06
pathology,0.01
patient,0.18
patienten,0.01
patricia,0.02
patrick,0.05
pau,0.02
paule,0.01
pauli,0.04
paulo,0.02
pavel,0.01
pavese,0.01
pavlou,0.02
payment,0.08
payout,0.03
payphone,0.02
payroll,0.01
pbo,0.05
pc,0.01
pcc,0.01
pcp,0.01
pdcs,0.01
pe,0.01
peach,0.01
peanut,0.01
pearl,0.05
ped,0.01
pedestrian,0.01
pediatric,0.01
pedrini,0.01
peer,0.02
pegam,0.01
peintures,0.01
pellet,0.01
pelletize,0.01
pema,0.01
penalty,0.01
pende,0.01
penetration,0.02
peninsula,0.03
pennsauken,0.01
pennsylvania,0.01
pension,0.05
pensioner,0.02
pensionsförsäkring,0.02
pensyarah,0.01
people,0.02
pep,0.01
peptide,0.07
peptidic,0.01
per,0.01
perben,0.01
perc,0.01
perfectly,0.01
perform,0.01
performance,0.32
performing,0.01
perfumer,0.02
perfumery,0.01
pergolide,0.01
peri,0.01
period,0.36
periodic,0.03
periodical,0.02
peripheral,0.02
perlavita,0.02
permissible,0.01
permit,0.04
perpetual,0.02
perseo,0.02
persevere,0.01
persistent,0.01
persistently,0.01
personal,0.06
personaleinsatzplanung,0.01
peru,0.01
pest,0.02
pet,0.01
petence,0.01
peter,0.02
petersburg,0.01
petitioner,0.01
petr,0.01
petra,0.01
petrochemical,0.01
petrol,0.01
petroplu,0.01
petroplus,0.01
pevion,0.03
pfalz,0.01
pfeiffer,0.02
pfizer,0.01
pflegezentrum,0.01
pforzheim,0.02
pfullendorf,0.01
pfund,0.01
pfäffikon,0.07
pg,0.06
pghn,0.01
phantom,0.01
pharma,0.04
pharmaceutica,0.04
pharmaceuticals,0.02
pharmacology,0.01
pharmacopoeia,0.01
pharmacy,0.02
pharmahandel,0.01
pharmaly,0.05
pharmalys,0.01
pharmapool,0.03
pharmasuisse,0.01
phasing,0.01
phasis,0.01
phd,0.01
phenol,0.01
pheric,0.01
philadelphia,0.01
philippines,0.01
philips,0.01
philosophe,0.01
phonak,0.41
phorus,0.01
phosphorus,0.02
photo,0.01
photobleach,0.01
photocopier,0.01
photoinitiator,0.02
photolitho,0.01
photolithography,0.01
photovoltaic,0.04
php,0.01
phthalic,0.01
physic,0.01
physical,0.02
physically,0.02
physician,0.05
physics,0.02
phyto,0.01
pichler,0.01
picking,0.01
pictet,0.06
pidoux,0.01
piece,0.01
pieper,0.06
pierres,0.01
pieter,0.02
pietro,0.03
pietrzynski,0.01
pigat,0.01
pigment,0.13
pigments,0.01
pilatus,0.03
pill,0.02
pilot,0.02
pim,0.01
pioneer,0.01
pipeline,0.04
piping,0.04
piquerez,0.02
pirmasen,0.01
pitch,0.01
pittsburgh,0.02
pivotal,0.02
placebo,0.01
placement,0.04
plaine,0.01
plakat,0.01
plakatgesellschaft,0.01
plan,0.32
planen,0.01
planification,0.01
planta,0.02
plantaud,0.01
plasma,0.01
plasticizer,0.03
platform,0.06
plating,0.01
platinum,0.01
plattform,0.01
plattle,0.06
plausible,0.01
plaza,0.02
pleasant,0.01
pleasingly,0.01
plete,0.01
pletely,0.01
pletscher,0.01
plication,0.01
plifye,0.01
plot,0.02
ployee,0.01
ployment,0.01
plozza,0.01
pluakdaeng,0.01
plug,0.01
plunge,0.01
plusgestaltung,0.01
plymouth,0.01
plynárenská,0.01
plz,0.01
pma,0.01
pmc,0.01
pmil,0.01
pml,0.01
pn,0.02
pohlelicense,0.01
pointment,0.01
pol,0.01
poland,0.01
polati,0.01
polatis,0.06
police,0.01
policy,0.02
policyholder,0.02
polish,0.01
polished,0.01
polishing,0.02
polk,0.01
polkowice,0.01
pollutant,0.01
polluter,0.01
pollution,0.02
polyacrylamide,0.01
polyamide,0.01
polyester,0.02
polyfeedtm,0.01
polymedia,0.01
polymedication,0.01
polyment,0.01
polymer,0.17
polymeric,0.01
polynt,0.01
polyolefin,0.01
polyoleﬁn,0.01
polyoleﬁns,0.01
polyphor,0.02
polyright,0.02
polyurethane,0.01
poncin,0.01
ponesimod,0.01
pont,0.03
pool,0.02
pooling,0.01
population,0.01
porarily,0.01
porate,0.02
porriño,0.01
portable,0.01
portefeuille,0.08
portfolio,0.06
portmann,0.01
porto,0.01
portsmouth,0.01
portuguesa,0.01
post,0.02
postcard,0.01
postemployment,0.01
poster,0.12
posting,0.01
postponement,0.01
postretirement,0.04
potent,0.01
pottenbrunn,0.01
pound,0.01
powder,0.04
powe,0.02
power,0.1
powerline,0.03
powertrain,0.01
powietrza,0.01
poziomu,0.01
południowo,0.01
ppi,0.01
ppn,0.02
ppp,0.01
practical,0.02
practice,0.03
practise,0.01
pragmatic,0.01
pral,0.01
pravenec,0.04
prc,0.01
pre,0.06
preamble,0.01
prebiotic,0.02
precast,0.01
precaution,0.01
precautionary,0.01
precede,0.01
precise,0.01
precisely,0.01
precision,0.06
preclinical,0.01
predecessor,0.01
predefine,0.01
predeterminate,0.01
predetermine,0.01
predict,0.01
predictability,0.01
predictable,0.01
predominantly,0.03
predominately,0.01
preemptive,0.03
preference,0.01
preferential,0.02
premature,0.01
prematurely,0.02
premiere,0.01
preparatory,0.02
prepared,0.01
prepreg,0.01
prerequisite,0.01
present,0.04
presently,0.01
preservative,0.01
preserve,0.01
president,0.08
presidente,0.01
press,0.02
presse,0.02
prestation,0.01
prestige,0.01
prestigious,0.01
presume,0.01
pretax,0.01
pretreatment,0.01
prev,0.01
prevail,0.01
prevent,0.01
prevention,0.03
previ,0.01
previously,0.04
priarollo,0.01
priation,0.01
primalac,0.01
primarily,0.02
primary,0.01
prime,0.26
primer,0.01
princess,0.06
principal,0.02
principaux,0.01
print,0.02
printing,0.03
prior,0.11
prioritization,0.01
prioritize,0.01
private,0.1
privately,0.01
privatisation,0.01
privera,0.03
privilege,0.02
proactive,0.01
probability,0.02
probable,0.05
procedural,0.01
procedure,0.04
proceeding,0.01
procera,0.01
process,0.13
processtech,0.01
procter,0.01
proderma,0.01
proditec,0.01
producer,0.01
products,0.01
produkten,0.01
professional,0.05
profile,0.06
profilsysteme,0.01
profiltechnik,0.01
profitability,0.02
profitable,0.03
prognost,0.01
program,0.09
progressively,0.01
prohibit,0.01
project,0.01
projekte,0.01
projektkalkulationen,0.01
projektrisikorückstellungen,0.01
projet,0.03
prolux,0.02
promissory,0.02
promofarma,0.03
promote,0.01
pronounced,0.01
pronouncement,0.01
propertiesproperty,0.02
property,0.2
proportional,0.01
proportionally,0.01
proportionately,0.01
propre,0.04
propriate,0.01
propriateness,0.01
propriété,0.01
propriétés,0.01
propulsion,0.01
prospective,0.02
prospectus,0.01
prosthetic,0.02
protect,0.03
protection,0.04
protector,0.01
protein,0.02
proteome,0.01
proteomic,0.01
protocol,0.02
provide,0.08
province,0.01
provisio,0.01
provisionally,0.01
provison,0.01
provivi,0.01
proxan,0.01
proximately,0.01
prussia,0.01
pré,0.01
précédent,0.03
prédio,0.01
prévoyance,0.01
prüfung,0.05
prüfungshandlungen,0.01
prüfungsnachweise,0.01
prüfungssachverhalte,0.01
prüfungsstandard,0.01
prüfungsurteil,0.04
prüm,0.07
ps,0.01
psa,0.01
psp,0.03
psu,0.09
psus,0.08
psychological,0.01
pte,0.07
ptv,0.01
pty,0.03
public,0.04
publica,0.01
publication,0.02
publications,0.01
publicita,0.09
publicitas,0.01
publicity,0.01
publicité,0.01
publicly,0.01
publiconnect,0.01
publidirect,0.06
publifutur,0.01
publifutura,0.01
publigroupe,0.33
publikationsplattform,0.02
publimag,0.01
publimedia,0.01
publipresse,0.05
publiservice,0.02
publish,0.07
publishe,0.01
publishing,0.07
puchase,0.01
puchgasse,0.01
pulmonary,0.02
puma,0.02
pur,0.01
purch,0.01
purely,0.01
puresense,0.02
purification,0.01
purport,0.01
purpose,0.02
pursuance,0.01
pursuant,0.04
purview,0.02
putuo,0.01
pv,0.04
pvc,0.02
pvt,0.04
pwc,0.02
py,0.11
pyrit,0.01
pzp,0.01
página,0.05
płyty,0.01
pﬁ,0.01
qiao,0.01
qingdao,0.02
qsch,0.07
qsr,0.01
qualifie,0.01
qualified,0.01
qualify,0.01
qualifying,0.01
qualitatively,0.01
quality,0.02
qualité,0.01
qualiﬁ,0.01
qualiﬁe,0.01
quantify,0.01
quantitatively,0.01
quantity,0.02
quarry,0.01
quarteraddition,0.01
quarti,0.02
quartier,0.01
quartz,0.01
quative,0.01
quattro,0.01
queens,0.01
quelque,0.01
quent,0.02
querétaro,0.04
quick,0.02
quickpick,0.01
quietness,0.01
quimicas,0.01
quovadi,0.01
quovadis,0.03
químicas,0.01
qvoice,0.01
qwave,0.02
raafat,0.01
raaﬂ,0.02
rac,0.01
race,0.01
rack,0.02
radiant,0.01
radiation,0.01
radiator,0.02
rading,0.01
radio,0.23
radiotele,0.04
radiotelevisione,0.01
radox,0.03
raeber,0.02
raffic,0.01
ragaz,0.03
raible,0.01
rail,0.05
railway,0.09
rain,0.01
raintec,0.01
rainwater,0.01
raisio,0.06
ramp,0.02
rana,0.01
randolf,0.01
randomise,0.01
rank,0.02
rapidly,0.02
rappenstein,0.01
rapperswil,0.01
rate,0.25
rating,0.04
ratio,0.01
rationalisation,0.01
ratorie,0.01
rau,0.06
rav,0.01
ray,0.04
raya,0.01
raymond,0.02
rayong,0.02
rcf,0.02
re,0.01
reacquire,0.03
reacquired,0.04
react,0.01
reaction,0.05
reactive,0.03
reactor,0.01
reader,0.02
readership,0.03
realisability,0.01
realisable,0.03
realise,0.01
realistic,0.01
realize,0.01
reappraisal,0.02
reappraise,0.01
reasonably,0.03
reassess,0.01
reassign,0.01
reassurance,0.01
reb,0.01
rebase,0.01
rebate,0.01
rebaudioside,0.02
reber,0.02
rebrande,0.01
recede,0.01
recei,0.01
receive,0.04
recent,0.04
receptacle,0.01
reception,0.01
receptor,0.01
recertifie,0.01
recession,0.02
recharge,0.01
rechnung,0.01
rechnungslegung,0.01
rechnungslegungsmethoden,0.01
recht,0.01
reciprocate,0.02
reclassification,0.1
reclassify,0.02
reclassiﬁe,0.01
reco,0.01
recognise,0.03
recognised,0.02
recognition,0.05
recognize,0.36
reconciliation,0.02
reconstruction,0.01
recorded,0.01
recorder,0.03
recording,0.01
recover,0.01
recoverable,0.02
recreational,0.01
recruit,0.01
recruitment,0.02
rect,0.01
recurrent,0.01
recurring,0.04
recyclability,0.01
redeem,0.02
redemption,0.02
redwood,0.01
ref,0.01
refer,0.03
reference,0.01
refining,0.01
reflect,0.04
reflection,0.01
refrigerate,0.01
refrigeration,0.01
refund,0.02
refundable,0.01
refurbishment,0.01
regeneration,0.01
regio,0.01
region,0.06
regional,0.03
regionalzeitungen,0.01
regionen,0.01
regis,0.01
registrant,0.01
registration,0.02
registry,0.01
reglement,0.01
regrinding,0.01
regula,0.01
regular,0.02
regularly,0.02
regulation,0.05
regulator,0.01
regulatory,0.06
rehabilitation,0.02
reich,0.01
reim,0.02
reinach,0.04
reinhard,0.01
reinhardt,0.01
reinhart,0.01
reis,0.01
reit,0.01
reject,0.01
rejoin,0.01
relate,0.25
related,0.07
relation,0.01
relationship,0.03
relative,0.02
relaxation,0.01
relev,0.01
relevance,0.01
relevant,0.06
relevanten,0.01
reliability,0.01
reliably,0.03
relief,0.01
relocation,0.01
remeasure,0.03
remeasurement,0.06
remedial,0.01
remediation,0.02
remember,0.01
remer,0.01
remit,0.03
remove,0.01
remp,0.15
remscheid,0.01
remunerate,0.01
remuneration,0.29
rena,0.01
renal,0.07
rename,0.01
renato,0.01
rendement,0.02
render,0.02
renegy,0.01
renewable,0.02
renin,0.01
renner,0.01
renova,0.02
renovationsite,0.02
rentable,0.01
rental,0.07
reorganization,0.01
repeatability,0.01
replicate,0.01
report,0.22
reportable,0.01
reportarboniaannual,0.03
reported,0.01
reportgalenica,0.03
repositioning,0.02
repoxit,0.02
represent,0.01
repricing,0.01
reproducible,0.01
reputation,0.01
reputational,0.01
request,0.01
require,0.12
rer,0.01
resch,0.01
rescindment,0.01
research,0.1
reseller,0.01
reservation,0.03
reservesdifference,0.01
reservoir,0.02
reshape,0.01
residence,0.01
resident,0.03
resin,0.03
resinzement,0.01
resistive,0.01
resolute,0.01
resort,0.01
resound,0.02
resource,0.02
resourcesarbonia,0.01
resourcesgalenica,0.02
resp,0.03
respectful,0.01
respiratory,0.01
respond,0.03
responsable,0.01
response,0.03
responsibilitie,0.01
responsible,0.03
responsiveness,0.01
restauration,0.01
restoration,0.03
restorative,0.01
restore,0.01
restrict,0.06
restricted,0.05
resultierende,0.01
resultierte,0.01
retardant,0.03
retention,0.02
retiree,0.01
retirement,0.03
retooling,0.01
retrace,0.01
retrieve,0.01
retrofitting,0.01
retrospective,0.02
retur,0.01
return,0.07
reuss,0.02
reute,0.01
reuter,0.02
reutersberg,0.01
rev,0.04
revaluate,0.01
reveal,0.01
revenu,0.01
revenus,0.02
reveragen,0.02
reversed,0.01
revestimentos,0.01
review,0.25
reviewpictet,0.01
revisionsexpertin,0.01
revisionsstelle,0.02
revisor,0.01
revoke,0.03
revol,0.01
revolution,0.01
revolutionise,0.01
revolving,0.02
revêtement,0.01
revêtements,0.02
reward,0.03
rexroth,0.01
reymond,0.03
reynaer,0.01
reﬁnance,0.01
reﬂ,0.01
reﬂect,0.02
reﬂecte,0.01
rf,0.02
rfex,0.01
rfid,0.01
rhein,0.02
rheinsulz,0.01
rheintub,0.01
rheology,0.01
rheumatoid,0.01
rhf,0.03
riantbosson,0.02
riboni,0.01
rica,0.03
ricardo,0.03
rich,0.01
richter,0.02
richterswil,0.03
rickard,0.01
rickenbacher,0.02
rico,0.03
ridge,0.01
riederer,0.08
riediker,0.01
riedmoosstrasse,0.01
rienitz,0.01
riet,0.01
rieter,0.43
right,0.11
rigidity,0.01
rigour,0.01
rihs,0.04
ringier,0.02
ripheral,0.01
riponne,0.01
risau,0.01
rische,0.01
risiken,0.01
risiko,0.01
risk,0.39
rismax,0.01
risque,0.03
rity,0.01
riva,0.01
rivative,0.01
river,0.06
rivet,0.01
riveting,0.01
riyadh,0.01
rls,0.06
rme,0.02
rmly,0.01
roadshow,0.01
robin,0.03
robinson,0.01
robot,0.01
robotic,0.02
robotically,0.01
robustness,0.01
roche,0.04
rockford,0.02
rocky,0.01
rodovia,0.02
roggwil,0.03
rohrbach,0.02
rohs,0.01
roic,0.02
roland,0.03
rolando,0.01
roll,0.04
rollier,0.06
rollomatic,0.01
rollout,0.01
roman,0.01
romande,0.02
romania,0.03
romay,0.01
rome,0.01
rona,0.02
ronchi,0.01
ronden,0.01
ronoa,0.01
roo,0.03
roof,0.01
room,0.02
rorschacherberg,0.01
rosario,0.01
rose,0.19
rosenau,0.01
rosmalen,0.02
rostock,0.01
rot,0.01
rotation,0.01
roter,0.01
rothen,0.01
rotkreuz,0.02
roto,0.01
rotomec,0.05
rotona,0.01
rotor,0.01
rotz,0.01
rouge,0.03
rough,0.01
rounded,0.01
routine,0.01
row,0.01
royalty,0.04
royce,0.01
royston,0.01
rr,0.01
rrh,0.02
rs,0.02
rsp,0.02
rst,0.06
rsu,0.11
rsus,0.01
rubber,0.06
rubeli,0.01
rubicam,0.01
rueda,0.02
rueegg,0.01
ruf,0.01
rufer,0.01
ruhr,0.01
ruiter,0.01
rule,0.02
rumpf,0.01
rund,0.01
ruprecht,0.02
ruptcy,0.01
rur,0.01
russian,0.03
rutherfurd,0.02
rutishauser,0.03
ruud,0.01
rwanda,0.01
rwd,0.14
rx,0.02
ryffel,0.1
ryser,0.01
räbsamen,0.01
référence,0.01
référencement,0.01
régional,0.01
rémunération,0.01
réquillart,0.01
réserve,0.01
résidence,0.12
résultant,0.01
réévaluation,0.03
rössler,0.01
rückstellungen,0.01
rüd,0.01
rüegger,0.01
rüf,0.01
rümlang,0.02
rüschlikon,0.01
rütiwiesweg,0.01
s,0.25
saarland,0.01
sabiana,0.05
sabiatherm,0.01
sachet,0.02
sachs,0.01
sachverhalt,0.01
sachverhalte,0.02
sad,0.01
safaa,0.01
safe,0.02
safeguard,0.02
safely,0.01
safety,0.07
saflok,0.01
sager,0.01
sahli,0.01
sahn,0.01
sai,0.01
said,0.01
saifa,0.02
sail,0.01
sailer,0.01
saladini,0.01
sales,0.01
saleschf,0.02
saleseur,0.01
salesgbp,0.01
salesusd,0.01
salmenpark,0.01
salt,0.01
salvador,0.01
salzburg,0.01
sam,0.01
samea,0.01
sample,0.04
samstagern,0.01
samuel,0.01
sanction,0.01
sandoz,0.01
sandvik,0.01
sanetsch,0.01
sanitary,0.05
sanitärprodukte,0.01
sant,0.01
santhera,0.05
santiago,0.01
santé,0.09
sar,0.06
sarbane,0.01
sarl,0.01
sarlino,0.01
sarna,0.08
sarnafil,0.04
sasu,0.01
satellite,0.02
satigny,0.01
satisﬁ,0.01
satzstudio,0.01
saudi,0.01
saurer,0.01
savary,0.02
savastano,0.01
saverne,0.01
sawada,0.01
sawi,0.01
sbb,0.01
sbi,0.01
sbpa,0.02
sbr,0.02
sbs,0.01
scala,0.02
scalable,0.01
scale,0.03
scan,0.02
scandinavia,0.01
scanzorosciate,0.02
scarf,0.01
scent,0.02
schaedlich,0.02
schaffhausen,0.01
schaffner,0.42
schaffter,0.01
schafroth,0.01
schanzenstrasse,0.01
schattenhalb,0.01
schaublin,0.02
schaumann,0.05
scheidegger,0.02
schekolin,0.01
schenker,0.02
scherer,0.01
scherz,0.01
schibste,0.01
schindler,0.14
schlachthofstr,0.01
schlafhorst,0.01
schlange,0.01
schlatter,0.27
schlegel,0.03
schleipen,0.01
schmidli,0.02
schmolz,0.01
schmüser,0.02
schnell,0.01
schoch,0.01
schoggi,0.01
schole,0.02
schorenstrasse,0.01
schott,0.01
schreiner,0.01
schriver,0.01
schrod,0.01
schroeder,0.01
schrofner,0.01
schröter,0.02
schuler,0.01
schulstrasse,0.01
schultheiss,0.01
schulz,0.01
schurter,0.02
schwand,0.01
schweizer,0.01
schweizerhalle,0.01
schweizerische,0.02
schweizerischen,0.02
schweizerischer,0.01
schwierigen,0.01
schäli,0.01
schömmel,0.01
schönberg,0.02
schönburg,0.02
schönenberger,0.02
schöntalstrasse,0.01
schöpfer,0.01
schörle,0.02
schöttle,0.02
schötz,0.01
schüssler,0.01
science,0.01
scientific,0.03
scientiﬁ,0.02
sclerosis,0.01
sco,0.05
scott,0.06
scottsdale,0.01
screen,0.01
screw,0.01
scribe,0.01
scrutiny,0.01
scs,0.01
scuol,0.01
seafreight,0.01
seal,0.01
sealant,0.02
sealing,0.01
seamless,0.01
search,0.02
seasoned,0.01
seaway,0.01
sec,0.02
seco,0.02
secondary,0.01
secretariat,0.02
secretion,0.01
section,0.06
securely,0.01
securinet,0.01
securities,0.01
securitize,0.01
seeable,0.01
seebach,0.01
seeberger,0.01
seed,0.04
seehallen,0.01
seelistrasse,0.01
seestrasse,0.01
segment,0.13
segmental,0.01
segregate,0.01
sei,0.01
seidel,0.01
seiffert,0.08
seignanx,0.01
seiler,0.02
seine,0.02
seite,0.05
seiten,0.01
seitz,0.01
seize,0.02
seldom,0.01
select,0.05
selection,0.02
selective,0.01
selectively,0.01
selfness,0.01
sell,0.05
selway,0.01
selzach,0.01
sembly,0.01
semea,0.01
semi,0.01
semiconducteur,0.01
semiconductor,0.11
semiconductors,0.02
seminar,0.01
senaca,0.01
sencity,0.01
send,0.01
seniocare,0.02
senior,0.03
sennwald,0.01
sensitise,0.01
sensitivity,0.06
sensor,0.03
sensorineural,0.01
sensory,0.01
sentative,0.01
seoul,0.02
separately,0.03
separation,0.01
sept,0.01
sequent,0.01
sequently,0.01
serbia,0.02
seris,0.02
serum,0.02
servicios,0.01
sesse,0.01
session,0.01
setback,0.01
sethi,0.01
setter,0.01
settle,0.08
settlement,0.05
seuret,0.01
sevelamer,0.01
seven,0.04
sevensense,0.01
seventy,0.01
severe,0.01
severinghaus,0.01
sexual,0.01
sf,0.01
sfb,0.01
sfs,0.26
sg,0.01
sga,0.01
sgd,0.02
sgs,0.36
sgsn,0.01
shab,0.01
shan,0.01
shape,0.02
sharecapital,0.01
sharechf,0.01
shareholdersarbonia,0.02
shareownvalue,0.01
shareretaine,0.01
sharon,0.01
shatin,0.01
shaun,0.01
she,0.02
sheath,0.01
sheeting,0.01
shek,0.01
shekel,0.01
shelf,0.02
shelter,0.01
shenyang,0.01
shenzhen,0.01
shi,0.02
shipment,0.02
shire,0.01
shizuoka,0.01
shock,0.01
shopping,0.01
shore,0.01
shortly,0.01
shorttime,0.01
shower,0.05
shutdown,0.01
shuttle,0.02
sia,0.02
siam,0.02
sib,0.01
sibos,0.03
sic,0.01
sicav,0.02
sicherheit,0.01
sichuan,0.01
siderable,0.01
sideranko,0.01
